-2.610500000000000043e+00,7.611999999999999877e-01,1.000000000000000000e+00
1.069199999999999928e+00,-4.813500000000000334e+00,-1.000000000000000000e+00
-9.102999999999999980e-01,-4.155199999999999783e+00,-1.000000000000000000e+00
1.372100000000000097e+00,-4.163800000000000168e+00,-1.000000000000000000e+00
2.203599999999999781e+00,-6.381400000000000183e+00,-1.000000000000000000e+00
-3.121500000000000163e+00,-5.338499999999999801e+00,-1.000000000000000000e+00
-1.974499999999999922e+00,-2.689200000000000035e+00,-1.000000000000000000e+00
1.362900000000000000e+00,-3.336699999999999999e+00,-1.000000000000000000e+00
-5.968099999999999739e+00,-9.412000000000000366e-01,1.000000000000000000e+00
-3.328699999999999992e+00,-3.679100000000000037e+00,-1.000000000000000000e+00
2.511899999999999800e+00,-4.758700000000000152e+00,-1.000000000000000000e+00
2.891199999999999992e+00,-7.428399999999999892e+00,-1.000000000000000000e+00
1.867499999999999938e+00,-5.526500000000000412e+00,-1.000000000000000000e+00
3.184000000000000163e+00,-6.323000000000000398e+00,-1.000000000000000000e+00
-2.814299999999999802e+00,1.136100000000000110e+00,1.000000000000000000e+00
-2.470299999999999940e+00,-6.807400000000000340e+00,-1.000000000000000000e+00
-4.005300000000000082e+00,2.393299999999999983e+00,1.000000000000000000e+00
-3.807599999999999874e+00,-4.674000000000000377e+00,-1.000000000000000000e+00
-9.044999999999999707e-01,-5.673399999999999999e+00,-1.000000000000000000e+00
-7.915099999999999802e+00,2.299999999999999961e-02,1.000000000000000000e+00
-2.552799999999999958e+00,3.660999999999999810e-01,1.000000000000000000e+00
-2.758300000000000196e+00,-2.372100000000000097e+00,-1.000000000000000000e+00
-5.094299999999999606e+00,3.127800000000000136e+00,1.000000000000000000e+00
2.780400000000000205e+00,-4.495800000000000018e+00,-1.000000000000000000e+00
3.343799999999999883e+00,-5.026600000000000179e+00,-1.000000000000000000e+00
-3.003000000000000114e+00,7.422999999999999599e-01,1.000000000000000000e+00
2.571899999999999853e+00,-4.483399999999999608e+00,-1.000000000000000000e+00
1.446000000000000063e-01,-4.595900000000000318e+00,-1.000000000000000000e+00
-4.010399999999999743e+00,-5.296199999999999797e+00,-1.000000000000000000e+00
-4.699699999999999989e+00,1.291199999999999903e+00,1.000000000000000000e+00
-5.160000000000000142e-01,-5.970200000000000173e+00,-1.000000000000000000e+00
-1.769800000000000040e+00,-3.847900000000000098e+00,-1.000000000000000000e+00
1.470800000000000107e+00,-4.564499999999999780e+00,-1.000000000000000000e+00
-1.732199999999999962e+00,-4.730900000000000105e+00,-1.000000000000000000e+00
3.140400000000000080e+00,-3.958699999999999886e+00,-1.000000000000000000e+00
3.055600000000000094e+00,-5.915399999999999991e+00,-1.000000000000000000e+00
1.140800000000000036e+00,-5.403100000000000236e+00,-1.000000000000000000e+00
-1.485500000000000043e+00,-4.477199999999999847e+00,-1.000000000000000000e+00
-1.651399999999999979e+00,-5.190100000000000158e+00,-1.000000000000000000e+00
1.048000000000000043e+00,-6.146200000000000330e+00,-1.000000000000000000e+00
-1.229100000000000081e+00,1.419000000000000039e+00,1.000000000000000000e+00
-4.214900000000000091e+00,-4.229999999999999871e-01,1.000000000000000000e+00
-2.454499999999999904e+00,-5.098900000000000432e+00,-1.000000000000000000e+00
-3.705600000000000005e+00,-7.076000000000000068e-01,1.000000000000000000e+00
-5.108799999999999564e+00,5.299599999999999866e+00,1.000000000000000000e+00
-2.823599999999999888e+00,-4.003400000000000070e+00,-1.000000000000000000e+00
-2.399000000000000021e+00,-1.809800000000000075e+00,-1.000000000000000000e+00
3.070600000000000218e+00,-4.873899999999999899e+00,-1.000000000000000000e+00
-2.349200000000000177e+00,1.113999999999999990e-01,1.000000000000000000e+00
1.686800000000000077e+00,-3.443900000000000183e+00,-1.000000000000000000e+00
-3.998800000000000132e+00,1.708599999999999897e+00,1.000000000000000000e+00
